name,direction,GENCONSETID,episodes,treated_hours,match_rate,effect_capacity,placebo_effect_capacity,placebo_ci_lo,placebo_ci_hi,placebo_clean,tier
Heywood,forward,V-MRKM,11,97.5,0.8717948717948718,25.246429166666644,-12.157669166666693,-79.60796495833334,25.261144999999942,True,supported
Heywood,reverse,V-MRKM,11,97.5,0.8717948717948718,-9.224905833333338,46.8908408333333,0.0,104.38881,True,supported
Heywood,forward,V-RCTS_BUS2,4,49.0,0.9693877551020408,-41.39462,76.64922625000004,36.646270312500086,159.27999999999997,False,indicative
Heywood,reverse,V-RCTS_BUS2,4,49.0,0.9693877551020408,-44.46197833333338,4.721258333333367,-7.377178333333347,56.62065083333334,True,indicative
Heywood,forward,V-SMSC,4,1477.0,0.7146242383209208,8.89344333333338,3.4453758333333298,-10.673673583333365,29.557667666666568,True,indicative
Heywood,reverse,V-SMSC,4,1477.0,0.7146242383209208,10.097794166666631,-69.37406666666666,-129.03775166666662,-19.917195895833387,False,indicative
Murraylink,forward,CA_BRIS_58730C07,0,,,,,,,,unsupported
Murraylink,reverse,CA_BRIS_58730C07,0,,,,,,,,unsupported
Murraylink,forward,CA_BRIS_5873DCEF,0,,,,,,,,unsupported
Murraylink,reverse,CA_BRIS_5873DCEF,0,,,,,,,,unsupported
Murraylink,forward,CA_BRIS_5964121F,1,1.5,1.0,-176.403905,-3.7546841666666566,-7.5,79.267965,True,unsupported
Murraylink,reverse,CA_BRIS_5964121F,1,1.5,1.0,6.674463333333335,-21.622130833333333,-152.66666666666666,7.5,True,unsupported
Murraylink,forward,CA_BRIS_59643BAE,1,6.5,1.0,-62.059365,89.64842999999999,32.33333333333334,133.48470166666667,False,unsupported
