ic,GENCONSETID,DUID,duid_region,dispatch_type,sensitivity,example_equation
NSW1-QLD1,CA_BRIS_57A00625,METZSF1,NSW1,GENERATOR,0.9383561643835616,CA_BRIS_57A00625_1
NSW1-QLD1,CA_BRIS_57A00625,MOREESF1,NSW1,GENERATOR,0.843607305936073,CA_BRIS_57A00625_1
NSW1-QLD1,CA_BRIS_57A00625,GNNDHSF1,NSW1,GENERATOR,0.6942922374429223,CA_BRIS_57A00625_1
NSW1-QLD1,CA_BRIS_57A00625,HEZ1,NSW1,GENERATOR,-0.18789954337899542,CA_BRIS_57A00625_1
NSW1-QLD1,CA_BRIS_582D74B3,BBATTERY1,QLD1,BIDIRECTIONAL,-1.0,CA_BRIS_582D74B3_1
NSW1-QLD1,CA_BRIS_582D74B3,BARCALDN,QLD1,GENERATOR,-1.0,CA_BRIS_582D74B3_1
NSW1-QLD1,CA_BRIS_582D74B3,MPP_1,QLD1,GENERATOR,-1.0,CA_BRIS_582D74B3_1
NSW1-QLD1,CA_BRIS_582D74B3,MPP_2,QLD1,GENERATOR,-1.0,CA_BRIS_582D74B3_1
NSW1-QLD1,CA_BRIS_582D74B3,LILYSF1,QLD1,GENERATOR,-1.0,CA_BRIS_582D74B3_1
NSW1-QLD1,CA_BRIS_582D74B3,BARRON-1,QLD1,GENERATOR,-1.0,CA_BRIS_582D74B3_1
NSW1-QLD1,CA_BRIS_582D74B3,BARRON-2,QLD1,GENERATOR,-1.0,CA_BRIS_582D74B3_1
NSW1-QLD1,CA_BRIS_582D74B3,BRAEMAR1,QLD1,GENERATOR,-1.0,CA_BRIS_582D74B3_1
NSW1-QLD1,CA_BRIS_582D74B3,BRAEMAR2,QLD1,GENERATOR,-1.0,CA_BRIS_582D74B3_1
NSW1-QLD1,CA_BRIS_582D74B3,BRAEMAR3,QLD1,GENERATOR,-1.0,CA_BRIS_582D74B3_1
NSW1-QLD1,CA_BRIS_59712B29,METZSF1,NSW1,GENERATOR,1.1726050420168068,CA_BRIS_59712B29_1
NSW1-QLD1,CA_BRIS_59712B29,WRSF1,NSW1,GENERATOR,1.1722689075630253,CA_BRIS_59712B29_1
NSW1-QLD1,CA_BRIS_59712B29,WRWF1,NSW1,GENERATOR,1.1722689075630253,CA_BRIS_59712B29_1
NSW1-QLD1,CA_BRIS_59712B29,SAPHWF1,NSW1,GENERATOR,1.0,CA_BRIS_59712B29_1
NSW1-QLD1,CA_BRIS_59712B29,NEWENSF2,NSW1,GENERATOR,0.9507563025210084,CA_BRIS_59712B29_1
NSW1-QLD1,CA_BRIS_59712B29,NEWENSF1,NSW1,GENERATOR,0.9507563025210084,CA_BRIS_59712B29_1
NSW1-QLD1,CA_BRIS_59712B29,MOREESF1,NSW1,GENERATOR,0.9344537815126052,CA_BRIS_59712B29_1
NSW1-QLD1,CA_BRIS_59712B29,GNNDHSF1,NSW1,GENERATOR,0.706890756302521,CA_BRIS_59712B29_1
NSW1-QLD1,CA_SYDS_566A36E5,CALLNL2,QLD1,GENERATOR,-6.544502617801047,CA_SYDS_566A36E5_1
NSW1-QLD1,CA_SYDS_566A36E5,CPP_3,QLD1,GENERATOR,-6.544502617801047,CA_SYDS_566A36E5_1
NSW1-QLD1,CA_SYDS_566A36E5,CPP_4,QLD1,GENERATOR,-6.544502617801047,CA_SYDS_566A36E5_1
NSW1-QLD1,CA_SYDS_566A36E5,CALLNL3,QLD1,GENERATOR,-6.544502617801047,CA_SYDS_566A36E5_1
NSW1-QLD1,CA_SYDS_566A36E5,CALL_B_2,QLD1,GENERATOR,-6.544502617801047,CA_SYDS_566A36E5_1
NSW1-QLD1,CA_SYDS_566A36E5,CALL_B_1,QLD1,GENERATOR,-6.544502617801047,CA_SYDS_566A36E5_1
NSW1-QLD1,CA_SYDS_566A36E5,MOUSF1,QLD1,GENERATOR,-6.2938481675392675,CA_SYDS_566A36E5_1
NSW1-QLD1,CA_SYDS_566A36E5,EMERASF1,QLD1,GENERATOR,-5.287303664921466,CA_SYDS_566A36E5_1
NSW1-QLD1,CA_SYDS_566A36E5,MIDDLSF1,QLD1,GENERATOR,-5.24476439790576,CA_SYDS_566A36E5_1
NSW1-QLD1,CA_SYDS_566A36E5,BARCALDN,QLD1,GENERATOR,-5.241492146596858,CA_SYDS_566A36E5_1
NSW1-QLD1,CA_SYDS_59839EB2,METZSF1,NSW1,GENERATOR,1.1666942833471414,CA_SYDS_59839EB2_2
NSW1-QLD1,CA_SYDS_59839EB2,WRWF1,NSW1,GENERATOR,1.1661971830985915,CA_SYDS_59839EB2_2
NSW1-QLD1,CA_SYDS_59839EB2,WRSF1,NSW1,GENERATOR,1.1661971830985915,CA_SYDS_59839EB2_2
NSW1-QLD1,CA_SYDS_59839EB2,SAPHWF1,NSW1,GENERATOR,1.0,CA_SYDS_59839EB2_1
NSW1-QLD1,CA_SYDS_59839EB2,NEWENSF2,NSW1,GENERATOR,0.9526097763048881,CA_SYDS_59839EB2_1
NSW1-QLD1,CA_SYDS_59839EB2,NEWENSF1,NSW1,GENERATOR,0.9526097763048881,CA_SYDS_59839EB2_1
NSW1-QLD1,CA_SYDS_59839EB2,MOREESF1,NSW1,GENERATOR,0.9368682684341342,CA_SYDS_59839EB2_1
NSW1-QLD1,CA_SYDS_59839EB2,GNNDHSF1,NSW1,GENERATOR,0.7171499585749793,CA_SYDS_59839EB2_2
NSW1-QLD1,I-BCDM_ONE,MPP_1,QLD1,GENERATOR,-1.0653,N^^Q_BCDM_MPP_1
NSW1-QLD1,I-BCDM_ONE,MPP_2,QLD1,GENERATOR,-1.0653,N^^Q_BCDM_MPP_2
NSW1-QLD1,I-BCDM_ONE,KPP_1,QLD1,GENERATOR,-1.0653,N^^Q_BCDM_KPP_1
NSW1-QLD1,I-BCDM_ONE,CALLNL2,QLD1,GENERATOR,-1.0653,N^^Q_BCDM_CPP_3
NSW1-QLD1,I-BCDM_ONE,CPP_3,QLD1,GENERATOR,-1.0653,N^^Q_BCDM_CPP_3
NSW1-QLD1,I-BCDM_ONE,CALLNL3,QLD1,GENERATOR,-1.0653,N^^Q_BCDM_CPP_4
NSW1-QLD1,I-BCDM_ONE,TNPS1,QLD1,GENERATOR,-1.0653,N^^Q_BCDM_TNPS1
NSW1-QLD1,I-BCDM_ONE,CPP_4,QLD1,GENERATOR,-1.0653,N^^Q_BCDM_CPP_4
NSW1-QLD1,I-BCDM_ONE,METZSF1,NSW1,GENERATOR,0.4167,N^^Q_BCDM_CPP_4
NSW1-QLD1,I-BCDM_ONE,GNNDHSF1,NSW1,GENERATOR,0.3186,N^^Q_BCDM_MPP_1
NSW1-QLD1,N-ARDM_8C,CPP_3,QLD1,GENERATOR,-1.0653,N^^Q_ARDM_CPP_3
NSW1-QLD1,N-ARDM_8C,CALLNL2,QLD1,GENERATOR,-1.0653,N^^Q_ARDM_CPP_3
NSW1-QLD1,N-ARDM_8C,CALLNL3,QLD1,GENERATOR,-1.0653,N^^Q_ARDM_CPP_4
NSW1-QLD1,N-ARDM_8C,CPP_4,QLD1,GENERATOR,-1.0653,N^^Q_ARDM_CPP_4
NSW1-QLD1,N-ARDM_8C,TNPS1,QLD1,GENERATOR,-1.0653,N^^Q_ARDM_TNPS1
NSW1-QLD1,N-ARDM_8C,MPP_2,QLD1,GENERATOR,-1.0653,N^^Q_ARDM_MPP_2
NSW1-QLD1,N-ARDM_8C,MPP_1,QLD1,GENERATOR,-1.0653,N^^Q_ARDM_MPP_1
NSW1-QLD1,N-ARDM_8C,KPP_1,QLD1,GENERATOR,-1.0653,N^^Q_ARDM_KPP_1
NSW1-QLD1,N-ARDM_8C,SAPHWF1,NSW1,GENERATOR,1.04,Q^^N_ARDM_SRAR
NSW1-QLD1,N-ARDM_8C,METZSF1,NSW1,GENERATOR,0.4167,N^^Q_ARDM_MPP_1
NSW1-QLD1,N-ARKS_965,WRSF1,NSW1,GENERATOR,1.1778523489932886,N>>965_9W2_9W8
NSW1-QLD1,N-ARKS_965,WRWF1,NSW1,GENERATOR,1.1778523489932886,N>>965_9W2_9W8
NSW1-QLD1,N-ARKS_965,METZSF1,NSW1,GENERATOR,1.1677852348993287,N>>965_9W2_9W8
NSW1-QLD1,N-ARKS_965,SAPHWF1,NSW1,GENERATOR,1.0,N>>965_9W2_9W8
NSW1-QLD1,N-ARKS_965,NESBESS2,NSW1,BIDIRECTIONAL,0.9496644295302012,N>>965_9W2_9W8
NSW1-QLD1,N-ARKS_965,NESBESS1,NSW1,BIDIRECTIONAL,0.9496644295302012,N>>965_9W2_9W8
NSW1-QLD1,N-ARKS_965,NEWENSF2,NSW1,GENERATOR,0.9496644295302012,N>>965_9W2_9W8
NSW1-QLD1,N-ARKS_965,NEWENSF1,NSW1,GENERATOR,0.9496644295302012,N>>965_9W2_9W8
NSW1-QLD1,N-ARKS_965,MOREESF1,NSW1,GENERATOR,0.9261744966442954,N>>965_9W2_9W8
NSW1-QLD1,N-ARKS_965,GNNDHSF1,NSW1,GENERATOR,0.6946308724832214,N>>965_9W2_9W8
NSW1-QLD1,N-ARSR_8E,MPP_1,QLD1,GENERATOR,-1.0653,N^^Q_ARSR_MPP_1
NSW1-QLD1,N-ARSR_8E,MPP_2,QLD1,GENERATOR,-1.0653,N^^Q_ARSR_MPP_2
NSW1-QLD1,N-ARSR_8E,KPP_1,QLD1,GENERATOR,-1.0653,N^^Q_ARSR_KPP_1
NSW1-QLD1,N-ARSR_8E,CALLNL3,QLD1,GENERATOR,-1.0653,N^^Q_ARSR_CPP_4
NSW1-QLD1,N-ARSR_8E,CPP_3,QLD1,GENERATOR,-1.0653,N^^Q_ARSR_CPP_3
NSW1-QLD1,N-ARSR_8E,CPP_4,QLD1,GENERATOR,-1.0653,N^^Q_ARSR_CPP_4
NSW1-QLD1,N-ARSR_8E,CALLNL2,QLD1,GENERATOR,-1.0653,N^^Q_ARSR_CPP_3
NSW1-QLD1,N-ARSR_8E,TNPS1,QLD1,GENERATOR,-1.0653,N^^Q_ARSR_TNPS1
NSW1-QLD1,N-ARSR_8E,SAPHWF1,NSW1,GENERATOR,1.04,Q^^N_ARSR_SRAR
NSW1-QLD1,N-ARSR_8E,METZSF1,NSW1,GENERATOR,0.4167,N^^Q_ARSR_CPP_4
NSW1-QLD1,N-ARTW_86,SAPHWF1,NSW1,GENERATOR,1.0,F_NVS++86_R5
NSW1-QLD1,N-ARTW_86,NESBESS1,NSW1,BIDIRECTIONAL,1.0,F_NVS++86_R5
NSW1-QLD1,N-ARTW_86,NESBESS2,NSW1,BIDIRECTIONAL,1.0,F_NVS++86_R5
NSW1-QLD1,N-ARTW_86,NEWENSF1,NSW1,GENERATOR,1.0,F_NVS++86_R5
NSW1-QLD1,N-ARTW_86,NEWENSF2,NSW1,GENERATOR,1.0,F_NVS++86_R5
NSW1-QLD1,N-AVMA_17,TARALGA1,NSW1,GENERATOR,4.065040650406504,N>>17_39_11
NSW1-QLD1,N-AVMA_17,TALWB1,NSW1,GENERATOR,4.060975609756098,N>>17_39_11
NSW1-QLD1,N-AVMA_17,TALWA1,NSW1,GENERATOR,4.060975609756098,N>>17_39_11
NSW1-QLD1,N-AVMA_17,CROOKWF3,NSW1,GENERATOR,4.056910569105691,N>>17_39_11
NSW1-QLD1,N-AVMA_17,CROOKWF2,NSW1,GENERATOR,4.056910569105691,N>>17_39_11
NSW1-QLD1,N-AVMA_17,SHPUMP,NSW1,LOAD,-4.0528455284552845,N>>17_39_11
NSW1-QLD1,N-AVMA_17,SHGEN2,NSW1,GENERATOR,4.0528455284552845,N>>17_39_11
NSW1-QLD1,N-AVMA_17,SHGEN,NSW1,GENERATOR,4.0528455284552845,N>>17_39_11
NSW1-QLD1,N-AVMA_17,GULLRWF1,NSW1,GENERATOR,4.0528455284552845,N>>17_39_11
NSW1-QLD1,N-AVMA_17,GULLRWF2,NSW1,GENERATOR,4.0528455284552845,N>>17_39_11
NSW1-QLD1,N-CHKS_ONE,METZSF1,NSW1,GENERATOR,1.4411298457991066,N>>9W5_965_9W3_BPASS
NSW1-QLD1,N-CHKS_ONE,WRSF1,NSW1,GENERATOR,1.3105634817697076,N>>9W5_965_9W3_BPASS
NSW1-QLD1,N-CHKS_ONE,WRWF1,NSW1,GENERATOR,1.3105634817697076,N>>9W5_965_9W3_BPASS
NSW1-QLD1,N-CHKS_ONE,MOREESF1,NSW1,GENERATOR,1.0289667099005622,N>>9W5_965_9W3_BPASS
NSW1-QLD1,N-CHKS_ONE,SAPHWF1,NSW1,GENERATOR,1.0005764519383198,N>>9W5_965_9W3_BPASS
NSW1-QLD1,N-CHKS_ONE,NEWENSF1,NSW1,GENERATOR,0.9504251333045107,N>>9W5_965_9W3_PSMAN
NSW1-QLD1,N-CHKS_ONE,NEWENSF2,NSW1,GENERATOR,0.9504251333045107,N>>9W5_965_9W3_PSMAN
NSW1-QLD1,N-CHKS_ONE,NESBESS2,NSW1,BIDIRECTIONAL,0.9504251333045107,N>>9W5_965_9W3_BPASS
NSW1-QLD1,N-CHKS_ONE,NESBESS1,NSW1,BIDIRECTIONAL,0.9504251333045107,N>>9W5_965_9W3_BPASS
NSW1-QLD1,N-CHKS_ONE,GNNDHSF1,NSW1,GENERATOR,0.7191237930537542,N>>9W5_965_9W3_BPASS
NSW1-QLD1,N-DMSR_8J,CPP_3,QLD1,GENERATOR,-1.0653,N^^Q_DMSR_CPP_3
NSW1-QLD1,N-DMSR_8J,CALLNL2,QLD1,GENERATOR,-1.0653,N^^Q_DMSR_CPP_3
NSW1-QLD1,N-DMSR_8J,CPP_4,QLD1,GENERATOR,-1.0653,N^^Q_DMSR_CPP_4
NSW1-QLD1,N-DMSR_8J,CALLNL3,QLD1,GENERATOR,-1.0653,N^^Q_DMSR_CPP_4
NSW1-QLD1,N-DMSR_8J,TNPS1,QLD1,GENERATOR,-1.0653,N^^Q_DMSR_TNPS1
NSW1-QLD1,N-DMSR_8J,MPP_1,QLD1,GENERATOR,-1.0653,N^^Q_DMSR_MPP_1
NSW1-QLD1,N-DMSR_8J,KPP_1,QLD1,GENERATOR,-1.0653,N^^Q_DMSR_KPP_1
NSW1-QLD1,N-DMSR_8J,MPP_2,QLD1,GENERATOR,-1.0653,N^^Q_DMSR_MPP_2
NSW1-QLD1,N-DMSR_8J,METZSF1,NSW1,GENERATOR,0.4167,N^^Q_DMSR_MPP_1
NSW1-QLD1,N-DMSR_8J,GNNDHSF1,NSW1,GENERATOR,0.3186,N^^Q_DMSR_CPP_3
NSW1-QLD1,N-DTMN_8_15M,TARALGA1,NSW1,GENERATOR,5.74712643678161,N>>8_16_39
NSW1-QLD1,N-DTMN_8_15M,COLWF01,NSW1,GENERATOR,5.005747126436782,N>>8_16_39
NSW1-QLD1,N-DTMN_8_15M,CROOKWF2,NSW1,GENERATOR,4.988505747126437,N>>8_16_39
NSW1-QLD1,N-DTMN_8_15M,CROOKWF3,NSW1,GENERATOR,4.988505747126437,N>>8_16_39
NSW1-QLD1,N-DTMN_8_15M,GULLRSF1,NSW1,GENERATOR,4.902298850574713,N>>8_16_39
NSW1-QLD1,N-DTMN_8_15M,GULLRWF1,NSW1,GENERATOR,4.902298850574713,N>>8_16_39
NSW1-QLD1,N-DTMN_8_15M,GULLRWF2,NSW1,GENERATOR,4.902298850574713,N>>8_16_39
NSW1-QLD1,N-DTMN_8_15M,RYEPARK1,NSW1,GENERATOR,4.637931034482759,N>>8_16_39
NSW1-QLD1,N-DTMN_8_15M,GUNNING1,NSW1,GENERATOR,4.316091954022989,N>>8_16_39
NSW1-QLD1,N-DTMN_8_15M,BLOWERNG,NSW1,GENERATOR,4.2298850574712645,N>>8_16_39
NSW1-QLD1,N-DTSS_11,TARALGA1,NSW1,GENERATOR,4.065040650406504,N>>11_39_37
NSW1-QLD1,N-DTSS_11,TALWA1,NSW1,GENERATOR,4.060975609756098,N>>11_39_17
NSW1-QLD1,N-DTSS_11,TALWB1,NSW1,GENERATOR,4.060975609756098,N>>11_39_17
NSW1-QLD1,N-DTSS_11,CROOKWF3,NSW1,GENERATOR,4.056910569105691,N>>11_39_17
NSW1-QLD1,N-DTSS_11,CROOKWF2,NSW1,GENERATOR,4.056910569105691,N>>11_39_17
NSW1-QLD1,N-DTSS_11,SHGEN,NSW1,GENERATOR,4.0528455284552845,N>>11_39_37
NSW1-QLD1,N-DTSS_11,SHPUMP,NSW1,LOAD,-4.0528455284552845,N>>11_39_37
NSW1-QLD1,N-DTSS_11,SHGEN2,NSW1,GENERATOR,4.0528455284552845,N>>11_39_37
NSW1-QLD1,N-DTSS_11,GULLRSF1,NSW1,GENERATOR,4.0528455284552845,N>>11_39_17
NSW1-QLD1,N-DTSS_11,GULLRWF1,NSW1,GENERATOR,4.0528455284552845,N>>11_39_17
NSW1-QLD1,N-LDTM_82,MP1,NSW1,GENERATOR,3.2894736842105265,N>>LDTM_70_71
NSW1-QLD1,N-LDTM_82,MP2,NSW1,GENERATOR,3.2894736842105265,N>>LDTM_70_71
NSW1-QLD1,N-LDTM_82,WELNSF1,NSW1,GENERATOR,2.055921052631579,N>>LDTM_70_71
NSW1-QLD1,N-LDTM_82,ORABESS1,NSW1,BIDIRECTIONAL,2.055921052631579,N>>LDTM_70_71
NSW1-QLD1,N-LDTM_82,STUBSF2,NSW1,GENERATOR,1.9967105263157894,N>>LDTM_70_71
NSW1-QLD1,N-LDTM_82,STUBSF1,NSW1,GENERATOR,1.9967105263157894,N>>LDTM_70_71
NSW1-QLD1,N-LDTM_82,WOLARSF1,NSW1,GENERATOR,1.9539473684210527,N>>LDTM_70_71
NSW1-QLD1,N-LDTM_82,NYNGAN1,NSW1,GENERATOR,1.605263157894737,N>>LDTM_70_71
NSW1-QLD1,N-LDTM_82,NEVERSF1,NSW1,GENERATOR,1.605263157894737,N>>LDTM_70_71
NSW1-QLD1,N-LDTM_82,WELLSF1,NSW1,GENERATOR,1.605263157894737,N>>LDTM_70_71
NSW1-QLD1,N-LDTW_84,GNNDHSF1,NSW1,GENERATOR,1.026694045174538,N>>84_83_QGEN_N
NSW1-QLD1,N-LDTW_84,NESBESS2,NSW1,BIDIRECTIONAL,1.0051334702258727,N>>84_83_NIL_S
NSW1-QLD1,N-LDTW_84,NESBESS1,NSW1,BIDIRECTIONAL,1.0051334702258727,N>>84_83_NIL_S
NSW1-QLD1,N-LDTW_84,NEWENSF2,NSW1,GENERATOR,1.0051334702258727,N>>84_83_QGEN_N
NSW1-QLD1,N-LDTW_84,MOREESF1,NSW1,GENERATOR,1.0051334702258727,N>>84_83_QGEN_N
NSW1-QLD1,N-LDTW_84,NEWENSF1,NSW1,GENERATOR,1.0051334702258727,N>>84_83_QGEN_N
NSW1-QLD1,N-LDTW_84,SAPHWF1,NSW1,GENERATOR,1.0010266940451746,N>>84_83_NIL_N
NSW1-QLD1,N-LDTW_84,WRSF1,NSW1,GENERATOR,0.9825462012320328,N>>84_83_QGEN_N
NSW1-QLD1,N-LDTW_84,WRWF1,NSW1,GENERATOR,0.9825462012320328,N>>84_83_NIL_N
NSW1-QLD1,N-LDTW_84,METZSF1,NSW1,GENERATOR,0.9794661190965093,N>>84_83_QGEN_N
NSW1-QLD1,N-MA_CB172A,TALWB1,NSW1,GENERATOR,13.717421124828531,N>>MA_CB172A_17_11
NSW1-QLD1,N-MA_CB172A,TALWA1,NSW1,GENERATOR,13.717421124828531,N>>MA_CB172A_17_11
NSW1-QLD1,N-MA_CB172A,SHGEN2,NSW1,GENERATOR,12.949245541838133,N>>MA_CB172A_17_11
NSW1-QLD1,N-MA_CB172A,SHGEN,NSW1,GENERATOR,12.949245541838133,N>>MA_CB172A_17_11
NSW1-QLD1,N-MA_CB172A,SHPUMP,NSW1,LOAD,-12.949245541838133,N>>MA_CB172A_17_11
NSW1-QLD1,N-MA_CB172A,WOODLWN1,NSW1,GENERATOR,10.617283950617283,N>>MA_CB172A_17_11
NSW1-QLD1,N-MA_CB172A,CAPBES1,NSW1,BIDIRECTIONAL,9.533607681755829,N>>MA_CB172A_17_11
NSW1-QLD1,N-MA_CB172A,BOCORWF1,NSW1,GENERATOR,9.533607681755829,N>>MA_CB172A_17_11
NSW1-QLD1,N-MA_CB172A,QBYNB1,NSW1,BIDIRECTIONAL,9.533607681755829,N>>MA_CB172A_17_11
NSW1-QLD1,N-MA_CB172A,TUMUT3-3,SNOWY1,GENERATOR,-9.272976680384087,N>>MA_CB172A_17_11
NSW1-QLD1,N-MPWW_ONE,MP2,NSW1,GENERATOR,3.64963503649635,N>>MPWW_71_NIL
NSW1-QLD1,N-MPWW_ONE,MP1,NSW1,GENERATOR,3.64963503649635,N>>MPWW_71_NIL
NSW1-QLD1,N-MPWW_ONE,CRURWF1,NSW1,GENERATOR,2.660583941605839,N>>MPWW_71_17
NSW1-QLD1,N-MPWW_ONE,WELNSF1,NSW1,GENERATOR,2.408759124087591,N>>MPWW_71_17
NSW1-QLD1,N-MPWW_ONE,ORABESS1,NSW1,BIDIRECTIONAL,2.408759124087591,N>>MPWW_71_17
NSW1-QLD1,N-MPWW_ONE,STUBSF1,NSW1,GENERATOR,2.284671532846715,N>>MPWW_71_17
NSW1-QLD1,N-MPWW_ONE,STUBSF2,NSW1,GENERATOR,2.284671532846715,N>>MPWW_71_17
NSW1-QLD1,N-MPWW_ONE,BERYLSF1,NSW1,GENERATOR,2.273722627737226,N>>MPWW_71_17
NSW1-QLD1,N-MPWW_ONE,WOLARSF1,NSW1,GENERATOR,2.197080291970803,N>>MPWW_71_17
NSW1-QLD1,N-MPWW_ONE,BODWF1,NSW1,GENERATOR,2.10948905109489,N>>MPWW_71_17
NSW1-QLD1,N-TWUL_85,WRSF1,NSW1,GENERATOR,1.001001001001001,N>>85_86_QGEN_N
NSW1-QLD1,N-TWUL_85,NEWENSF2,NSW1,GENERATOR,1.001001001001001,N>>85_86_QGEN_N
NSW1-QLD1,N-TWUL_85,WRWF1,NSW1,GENERATOR,1.001001001001001,N>>85_86_QGEN_N
NSW1-QLD1,N-TWUL_85,NESBESS1,NSW1,BIDIRECTIONAL,1.001001001001001,N>>85_86_NIL_N
NSW1-QLD1,N-TWUL_85,NESBESS2,NSW1,BIDIRECTIONAL,1.001001001001001,N>>85_86_NIL_N
NSW1-QLD1,N-TWUL_85,NEWENSF1,NSW1,GENERATOR,1.001001001001001,N>>85_86_NIL_N
NSW1-QLD1,N-TWUL_85,MOREESF1,NSW1,GENERATOR,1.001001001001001,N>>85_86_NIL_S
NSW1-QLD1,N-TWUL_85,METZSF1,NSW1,GENERATOR,1.001001001001001,N>>85_86_NIL_S
NSW1-QLD1,N-TWUL_85,SAPHWF1,NSW1,GENERATOR,1.001001001001001,N>>85_86_NIL_N
NSW1-QLD1,N-X_10+76,TARALGA1,NSW1,GENERATOR,6.5359477124183005,N>>76_8_16
NSW1-QLD1,N-X_10+76,TALWA1,NSW1,GENERATOR,5.88235294117647,N>>76_11_77
NSW1-QLD1,N-X_10+76,TALWB1,NSW1,GENERATOR,5.88235294117647,N>>76_11_77
NSW1-QLD1,N-X_10+76,SHGEN2,NSW1,GENERATOR,5.552941176470587,N>>76_11_77
NSW1-QLD1,N-X_10+76,SHGEN,NSW1,GENERATOR,5.552941176470587,N>>76_11_77
NSW1-QLD1,N-X_10+76,SHPUMP,NSW1,LOAD,-5.552941176470587,N>>76_11_77
NSW1-QLD1,N-X_10+76,COLWF01,NSW1,GENERATOR,5.398692810457516,N>>76_8_16
NSW1-QLD1,N-X_10+76,CROOKWF2,NSW1,GENERATOR,5.281045751633988,N>>76_8_16
NSW1-QLD1,N-X_10+76,CROOKWF3,NSW1,GENERATOR,5.281045751633988,N>>76_8_16
NSW1-QLD1,N-X_10+76,GULLRWF1,NSW1,GENERATOR,5.163398692810458,N>>76_8_16
NSW1-QLD1,N-X_2+8,TARALGA1,NSW1,GENERATOR,5.74712643678161,N>>8_16_39
NSW1-QLD1,N-X_2+8,COLWF01,NSW1,GENERATOR,5.005747126436782,N>>8_16_39
NSW1-QLD1,N-X_2+8,CROOKWF2,NSW1,GENERATOR,4.988505747126437,N>>8_16_39
NSW1-QLD1,N-X_2+8,CROOKWF3,NSW1,GENERATOR,4.988505747126437,N>>8_16_39
NSW1-QLD1,N-X_2+8,GULLRSF1,NSW1,GENERATOR,4.902298850574713,N>>8_16_39
NSW1-QLD1,N-X_2+8,GULLRWF1,NSW1,GENERATOR,4.902298850574713,N>>8_16_39
NSW1-QLD1,N-X_2+8,GULLRWF2,NSW1,GENERATOR,4.902298850574713,N>>8_16_39
NSW1-QLD1,N-X_2+8,RYEPARK1,NSW1,GENERATOR,4.637931034482759,N>>8_16_39
NSW1-QLD1,N-X_2+8,GUNNING1,NSW1,GENERATOR,4.316091954022989,N>>8_16_39
NSW1-QLD1,N-X_2+8,BLOWERNG,NSW1,GENERATOR,4.2298850574712645,N>>8_16_39
NSW1-QLD1,N-X_3L+11_WG_CLOSE,TARALGA1,NSW1,GENERATOR,4.065040650406504,N>>11_39_37
NSW1-QLD1,N-X_3L+11_WG_CLOSE,TALWA1,NSW1,GENERATOR,4.060975609756098,N>>11_39_17
NSW1-QLD1,N-X_3L+11_WG_CLOSE,TALWB1,NSW1,GENERATOR,4.060975609756098,N>>11_39_17
NSW1-QLD1,N-X_3L+11_WG_CLOSE,CROOKWF3,NSW1,GENERATOR,4.056910569105691,N>>11_39_17
NSW1-QLD1,N-X_3L+11_WG_CLOSE,CROOKWF2,NSW1,GENERATOR,4.056910569105691,N>>11_39_17
NSW1-QLD1,N-X_3L+11_WG_CLOSE,SHGEN,NSW1,GENERATOR,4.0528455284552845,N>>11_39_37
NSW1-QLD1,N-X_3L+11_WG_CLOSE,SHPUMP,NSW1,LOAD,-4.0528455284552845,N>>11_39_37
NSW1-QLD1,N-X_3L+11_WG_CLOSE,SHGEN2,NSW1,GENERATOR,4.0528455284552845,N>>11_39_37
NSW1-QLD1,N-X_3L+11_WG_CLOSE,GULLRSF1,NSW1,GENERATOR,4.0528455284552845,N>>11_39_17
NSW1-QLD1,N-X_3L+11_WG_CLOSE,GULLRWF1,NSW1,GENERATOR,4.0528455284552845,N>>11_39_17
NSW1-QLD1,N-X_4+17_WG_CLOSE,ER03,NSW1,GENERATOR,7.194244604316546,N>>17_13_14
NSW1-QLD1,N-X_4+17_WG_CLOSE,ER04,NSW1,GENERATOR,7.194244604316546,N>>17_13_14
NSW1-QLD1,N-X_4+17_WG_CLOSE,TARALGA1,NSW1,GENERATOR,4.065040650406504,N>>17_39_11
NSW1-QLD1,N-X_4+17_WG_CLOSE,TALWA1,NSW1,GENERATOR,4.060975609756098,N>>17_39_11
NSW1-QLD1,N-X_4+17_WG_CLOSE,TALWB1,NSW1,GENERATOR,4.060975609756098,N>>17_39_11
NSW1-QLD1,N-X_4+17_WG_CLOSE,CROOKWF3,NSW1,GENERATOR,4.056910569105691,N>>17_39_11
NSW1-QLD1,N-X_4+17_WG_CLOSE,CROOKWF2,NSW1,GENERATOR,4.056910569105691,N>>17_39_11
NSW1-QLD1,N-X_4+17_WG_CLOSE,GULLRWF1,NSW1,GENERATOR,4.0528455284552845,N>>17_39_11
NSW1-QLD1,N-X_4+17_WG_CLOSE,SHPUMP,NSW1,LOAD,-4.0528455284552845,N>>17_39_11
NSW1-QLD1,N-X_4+17_WG_CLOSE,GULLRSF1,NSW1,GENERATOR,4.0528455284552845,N>>17_39_11
NSW1-QLD1,N-X_76_8,TARALGA1,NSW1,GENERATOR,5.74712643678161,N>>8_16_39
NSW1-QLD1,N-X_76_8,COLWF01,NSW1,GENERATOR,5.005747126436782,N>>8_16_39
NSW1-QLD1,N-X_76_8,CROOKWF3,NSW1,GENERATOR,4.988505747126437,N>>8_16_39
NSW1-QLD1,N-X_76_8,CROOKWF2,NSW1,GENERATOR,4.988505747126437,N>>8_16_39
