time,REGIONID,coal_target_mw,coal_initial_mw,coal_available_mw,online_units_proxy,not_generating_units_proxy,unknown_units,observed_units,online_registered_mw_proxy,not_generating_registered_mw_proxy,capacity_covered_units,expected_units,missing_units,not_generating_is_not_verified_outage
2024-09-04 20:10:00,VIC1,3815.0,3813.01331,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 20:15:00,NSW1,5624.992,5647.56177,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 20:15:00,VIC1,3864.0146999999997,3850.1101400000002,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 20:20:00,NSW1,5625.0,5631.8389,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 20:20:00,VIC1,3875.0,3871.2446,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 20:25:00,NSW1,5594.93887,5621.4871299999995,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 20:25:00,VIC1,3867.61622,3867.48166,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 20:30:00,NSW1,5548.01456,5573.561180000001,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 20:30:00,VIC1,3875.0,3845.91739,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 20:35:00,NSW1,5533.9046,5538.9897,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 20:35:00,VIC1,3835.53125,3881.0167500000002,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 20:40:00,NSW1,5469.82441,5511.52271,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 20:40:00,VIC1,3802.02784,3847.10855,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 20:45:00,NSW1,5405.12212,5465.69635,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 20:45:00,VIC1,3750.40625,3810.48166,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 20:50:00,NSW1,5440.277,5411.49559,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 20:50:00,VIC1,3704.65625,3797.91583,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 20:55:00,NSW1,5306.2926099999995,5420.04004,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 20:55:00,VIC1,3695.0,3714.64557,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 21:00:00,NSW1,5213.65213,5301.23874,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 21:00:00,VIC1,3665.0,3702.8117,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 21:05:00,NSW1,5173.99302,5208.09714,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 21:05:00,VIC1,3614.16132,3658.04273,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 21:10:00,NSW1,5195.90903,5181.26523,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 21:10:00,VIC1,3603.4292,3659.84622,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 21:15:00,NSW1,5244.98786,5174.23324,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 21:15:00,VIC1,3633.26718,3608.90951,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 21:20:00,NSW1,5170.2704300000005,5212.002109999999,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 21:20:00,VIC1,3588.74661,3632.79211,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 21:25:00,NSW1,5212.52157,5187.5141,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 21:25:00,VIC1,3549.90634,3614.88702,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 21:30:00,NSW1,5147.30838,5207.14306,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 21:30:00,VIC1,3541.72025,3565.92722,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 21:35:00,NSW1,4994.9977499999995,5122.96205,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 21:35:00,VIC1,3548.93657,3561.84273,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 21:40:00,NSW1,5048.609,5071.37432,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 21:40:00,VIC1,3530.85973,3577.38765,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 21:45:00,NSW1,4963.83082,5057.824259999999,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 21:45:00,VIC1,3527.0183,3553.30064,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 21:50:00,NSW1,4946.17357,4962.75446,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 21:50:00,VIC1,3471.03543,3510.00187,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 21:55:00,NSW1,4861.06413,4959.0433,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 21:55:00,VIC1,3457.2038000000002,3476.78892,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 22:00:00,NSW1,4847.82169,4906.79633,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 22:00:00,VIC1,3482.68735,3481.2073,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 22:05:00,NSW1,4916.69617,4847.00512,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 22:05:00,VIC1,3383.24304,3512.25001,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 22:10:00,NSW1,4985.38497,4897.03032,6510.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 22:10:00,VIC1,3344.0,3471.44623,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 22:15:00,NSW1,5033.839379999999,4950.66925,6510.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 22:15:00,VIC1,3284.0,3376.64842,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 22:20:00,NSW1,5110.10284,5015.19737,6510.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 22:20:00,VIC1,3258.52288,3280.97658,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 22:25:00,NSW1,5124.12933,5093.73924,6510.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 22:25:00,VIC1,3235.0,3246.76739,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 22:30:00,NSW1,5141.47585,5151.30913,6510.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 22:30:00,VIC1,3258.14174,3244.90632,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 22:35:00,NSW1,5013.36736,5131.07006,6390.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 22:35:00,VIC1,3193.625,3227.36266,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 22:40:00,NSW1,5083.60665,5088.73514,6390.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 22:40:00,VIC1,3122.85507,3266.21454,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 22:45:00,NSW1,5062.3965499999995,5045.20471,6390.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 22:45:00,VIC1,3079.0,3120.37785,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 22:50:00,NSW1,4996.25437,5096.45123,6390.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 22:50:00,VIC1,3094.88488,3096.92659,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 22:55:00,NSW1,4963.36322,5000.16023,6390.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 22:55:00,VIC1,3065.0,3102.84904,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 23:00:00,NSW1,4902.37054,4970.78918,6390.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 23:00:00,VIC1,3035.0,3034.67784,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 23:05:00,NSW1,4910.06058,4934.43571,6510.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 23:05:00,VIC1,2989.0,3096.74335,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 23:10:00,NSW1,4933.32915,4897.76524,6430.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 23:10:00,VIC1,2965.40302,3042.06109,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-08 16:00:00,NSW1,3637.07463,3598.4026,5760.0,10,2,0,12,6850.0,1420.0,12,12,0,True
