CONSTRAINTID,version_key,direction,EFFECTIVEDATE,VERSIONNO,ic_factor,LIMITTYPE,DESCRIPTION,applicable_intervals,binding_intervals,near_binding_intervals,near_setting_intervals,leading_intervals,mean_abs_marginal_value,min_ic_slack_mw,median_ic_slack_mw,constraint_sets,invoked_sets
V::N_DDSM_V2,V::N_DDSM_V2|2024-10-31 00:00:00|1,lower,2024-10-31,1,-0.104,Transient Stability,"Out = Dederang to South Morang 330kV line, prevent transient instability for fault and trip of the parallel Dederang to South Morang 330kV line, VIC accelerates, Yallourn W G1 on 500 kV.",305,0,0,0,0,0.0,3855.2030769230773,98068.04927884617,"I-X_64_DDSM, N-X_6+DDSM, V-DDSM, V-DDSM_N-2","I-X_64_DDSM, N-X_6+DDSM, V-DDSM, V-DDSM_N-2"
V::N_DDSM_V2,V::N_DDSM_V2|2025-11-07 00:00:00|1,lower,2025-11-07,1,-0.104,Transient Stability,"Out = Dederang to South Morang 330kV line, prevent transient instability for fault and trip of the parallel Dederang to South Morang 330kV line, VIC accelerates, Yallourn W G1 on 500 kV.",57,0,0,0,0,0.0,2806.252307692308,10498.676442307693,"I-X_64_DDSM, N-X_6+DDSM, V-DDSM, V-DDSM_N-2","I-X_64_DDSM, N-X_6+DDSM, V-DDSM, V-DDSM_N-2"
V::N_DDWG_O2,V::N_DDWG_O2|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.354,Transient Stability,"Out = 330 kV line between Dederang to Wodonga to Jindera to Wagga, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",722,0,0,0,0,0.0,495.76596045197743,2356.7406355932203,"I-JNWO_63, I-JNWO_RADIAL, I-JNWO_X5, V-DDWO_63, V-DDWO_RADIAL, V-DDWO_X5","I-JNWO_63, I-JNWO_RADIAL, V-DDWO_63, V-DDWO_RADIAL, V-DDWO_X5"
V::N_DDWG_V1,V::N_DDWG_V1|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.478,Transient Stability,"Out = 330 kV line between Dederang to Wodonga to Jindera to Wagga, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",722,0,0,0,0,0.0,540.8391213389122,1542.8503765690377,"I-JNWO_63, I-JNWO_RADIAL, I-JNWO_X5, V-DDWO_63, V-DDWO_RADIAL, V-DDWO_X5","I-JNWO_63, I-JNWO_RADIAL, V-DDWO_63, V-DDWO_RADIAL, V-DDWO_X5"
V::N_EPTT_S1,V::N_EPTT_S1|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.0982,Transient Stability,"Out = Eildon to Thomastown 220kV line, prevent transient instability for fault and trip of a Dederang to South Morang 330kV line, SA accelerates, Yallourn W G1 on 220 kV.",422,0,0,0,0,0.0,3299.6204684317718,62528.956466395124,,
V::N_EPTT_S1,V::N_EPTT_S1|2025-11-07 00:00:00|1,upper,2025-11-07,1,0.0982,Transient Stability,"Out = Eildon to Thomastown 220kV line, prevent transient instability for fault and trip of a Dederang to South Morang 330kV line, SA accelerates, Yallourn W G1 on 220 kV.",124,0,0,0,0,0.0,110983.66059063138,117806.92001018331,,
V::N_EPTT_S1,V::N_EPTT_S1|2025-12-18 00:00:00|1,lower,2025-12-18,1,,Transient Stability,"Out = Eildon to Thomastown 220kV line, prevent transient instability for fault and trip of a Dederang to South Morang 330kV line, SA accelerates, Yallourn W G1 on 220 kV.",342,0,0,0,0,0.0,,,,
V::N_EPTT_S1,V::N_EPTT_S1|2026-07-04 00:00:00|1,lower,2026-07-04,1,,Transient Stability,"Out = Eildon to Thomastown 220kV line, prevent transient instability for fault and trip of a Dederang to South Morang 330kV line, SA accelerates, Yallourn W G1 on 220 kV.",104,0,0,0,0,0.0,,,,
V::N_EPTT_S2,V::N_EPTT_S2|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.0982,Transient Stability,"Out = Eildon to Thomastown 220kV line, prevent transient instability for fault and trip of a Dederang to South Morang 330kV line, SA accelerates, Yallourn W G1 on 500 kV.",422,0,0,0,0,0.0,10767.724134419552,62624.96782077394,,
V::N_EPTT_S2,V::N_EPTT_S2|2025-11-07 00:00:00|1,upper,2025-11-07,1,0.0982,Transient Stability,"Out = Eildon to Thomastown 220kV line, prevent transient instability for fault and trip of a Dederang to South Morang 330kV line, SA accelerates, Yallourn W G1 on 500 kV.",124,0,0,0,0,0.0,8592.825560081466,15416.0849796334,,
V::N_EPTT_S2,V::N_EPTT_S2|2026-07-04 00:00:00|1,lower,2026-07-04,1,,Transient Stability,"Out = Eildon to Thomastown 220kV line, prevent transient instability for fault and trip of a Dederang to South Morang 330kV line, SA accelerates, Yallourn W G1 on 500 kV.",104,0,0,0,0,0.0,,,,
V::N_HORC_S1,V::N_HORC_S1|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.49,Transient Stability,"Out = Horsham to Red Cliffs 220kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, SA accelerates, Yallourn W G1 on 220 kV.",1103,0,0,0,0,0.0,532.8413061224489,1830.2208775510203,"V-HOMR, V-HO_MR_KM, V-MRKM","V-HOMR, V-HO_MR_KM, V-MRKM"
V::N_HORC_S2,V::N_HORC_S2|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.49,Transient Stability,"Out = Horsham to Red Cliffs 220kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, SA accelerates, Yallourn W G1 on 500 kV.",89,0,0,0,0,0.0,20408.163244897958,21574.799591836734,"V-HOMR, V-HO_MR_KM, V-MRKM","V-HOMR, V-HO_MR_KM, V-MRKM"
V::N_HORC_V1,V::N_HORC_V1|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.281,Transient Stability,"Out = Horsham to Red Cliffs 220kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates, Yallourn W G1 on 220 kV.",1103,0,0,0,0,0.0,773.0402491103202,3323.9282206405687,"V-HOMR, V-HO_MR_KM, V-MRKM","V-HOMR, V-HO_MR_KM, V-MRKM"
V::N_HORC_V1,V::N_HORC_V1|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.281,Transient Stability,"Out = Horsham to Red Cliffs 220kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates, Yallourn W G1 on 220 kV.",89,0,0,0,0,0.0,599.4376512455514,2326.3699288256225,"V-HOMR, V-HO_MR_KM, V-MRKM","V-HOMR, V-HO_MR_KM, V-MRKM"
V::N_HORC_V2,V::N_HORC_V2|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.281,Transient Stability,"Out = Horsham to Red Cliffs 220kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates, Yallourn W G1 on 500 kV.",89,0,0,0,0,0.0,36186.62626334519,37913.55857651245,"V-HOMR, V-HO_MR_KM, V-MRKM","V-HOMR, V-HO_MR_KM, V-MRKM"
V::N_HWCB4_O1,V::N_HWCB4_O1|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.354,Transient Stability,"Out = Hazelwood to Cranbourne No.4 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 220kV.",177,0,0,0,0,0.0,2876.9991807909605,17236.146857344633,,
V::N_HWCB4_O1,V::N_HWCB4_O1|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.354,Transient Stability,"Out = Hazelwood to Cranbourne No.4 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 220kV.",96,0,0,0,0,0.0,29955.96884180791,31023.350536723166,,
V::N_HWCB4_O2,V::N_HWCB4_O2|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.354,Transient Stability,"Out = Hazelwood to Cranbourne No.4 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",177,0,0,0,0,0.0,1127.88895480226,2966.895437853108,,
V::N_HWCB4_O2,V::N_HWCB4_O2|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.354,Transient Stability,"Out = Hazelwood to Cranbourne No.4 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",96,0,0,0,0,0.0,1417.4660169491526,2484.847711864407,,
V::N_HWCB4_V1,V::N_HWCB4_V1|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.478,Transient Stability,"Out = Hazelwood to Cranbourne No.4 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",177,0,0,0,0,0.0,2051.5735774058576,12716.457949790794,,
V::N_HWCB4_V1,V::N_HWCB4_V1|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.478,Transient Stability,"Out = Hazelwood to Cranbourne No.4 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",96,0,0,0,0,0.0,22217.96968619247,22875.45526150628,,
V::N_HWCB4_V2,V::N_HWCB4_V2|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.478,Transient Stability,"Out = Hazelwood to Cranbourne No.4 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 500kV.",177,0,0,0,0,0.0,1021.3855230125523,2131.9391213389117,,
V::N_HWCB4_V2,V::N_HWCB4_V2|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.478,Transient Stability,"Out = Hazelwood to Cranbourne No.4 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 500kV.",96,0,0,0,0,0.0,1048.932029288703,1706.4176046025104,,
V::N_HWRO3_O1,V::N_HWRO3_O1|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.354,Transient Stability,"Out = Hazelwood to Rowville No.3 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 220kV.",120,0,0,0,0,0.0,28731.973672316384,30036.028855932207,,
V::N_HWRO3_O1,V::N_HWRO3_O1|2025-11-07 00:00:00|1,upper,2025-11-07,1,0.354,Transient Stability,"Out = Hazelwood to Rowville No.3 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 220kV.",73,0,0,0,0,0.0,30487.17265536723,31461.976440677965,,
V::N_HWRO3_O1,V::N_HWRO3_O1|2025-12-09 00:00:00|1,upper,2025-12-09,1,0.354,Transient Stability,"Out = Hazelwood to Rowville No.3 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 220kV.",267,0,0,0,0,0.0,28538.502796610173,30110.60059322034,,
V::N_HWRO3_O1,V::N_HWRO3_O1|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.354,Transient Stability,"Out = Hazelwood to Rowville No.3 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 220kV.",93,0,0,0,0,0.0,29472.44265536723,30081.8040960452,,
V::N_HWRO3_O2,V::N_HWRO3_O2|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.354,Transient Stability,"Out = Hazelwood to Rowville No.3 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",120,0,0,0,0,0.0,184.68553672316386,1546.6305649717515,,
V::N_HWRO3_O2,V::N_HWRO3_O2|2025-11-07 00:00:00|1,upper,2025-11-07,1,0.354,Transient Stability,"Out = Hazelwood to Rowville No.3 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",73,0,0,0,0,0.0,1948.6698022598875,2923.4736158192095,,
V::N_HWRO3_O2,V::N_HWRO3_O2|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.354,Transient Stability,"Out = Hazelwood to Rowville No.3 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",93,0,0,0,0,0.0,969.0810734463278,1578.442514124294,,
V::N_HWRO3_V1,V::N_HWRO3_V1|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.478,Transient Stability,"Out = Hazelwood to Rowville No.3 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",120,0,0,0,0,0.0,21176.569037656904,22297.581872384937,,
V::N_HWRO3_V1,V::N_HWRO3_V1|2025-11-07 00:00:00|1,upper,2025-11-07,1,0.478,Transient Stability,"Out = Hazelwood to Rowville No.3 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",73,0,0,0,0,0.0,22238.394246861928,23173.618451882845,,
V::N_HWRO3_V1,V::N_HWRO3_V1|2025-12-09 00:00:00|1,upper,2025-12-09,1,0.478,Transient Stability,"Out = Hazelwood to Rowville No.3 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",267,0,0,0,0,0.0,21185.63079497908,22075.69408995816,,
V::N_HWRO3_V1,V::N_HWRO3_V1|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.478,Transient Stability,"Out = Hazelwood to Rowville No.3 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",93,0,0,0,0,0.0,21787.10949790795,22244.320941422593,,
V::N_HWRO3_V2,V::N_HWRO3_V2|2025-11-07 00:00:00|1,upper,2025-11-07,1,0.478,Transient Stability,"Out = Hazelwood to Rowville No.3 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 500kV.",73,0,0,0,0,0.0,1069.3565899581588,2004.5807949790797,,
V::N_HWRO3_V2,V::N_HWRO3_V2|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.478,Transient Stability,"Out = Hazelwood to Rowville No.3 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 500kV.",93,0,0,0,0,0.0,648.1973640167365,1105.4087866108787,,
V::N_HWSM_Q1,V::N_HWSM_Q1|2024-10-31 00:00:00|1,upper,2024-10-31,1,1.0,Transient Stability,"Out = Hazelwood to South Morang OR Hazelwood to Rowville 500kV line, prevent transient instability for trip HWTS-SMTS 500kV line, QLD accelerates. Yallourn W G1 on 220 kV. Constraint active for QNI flows above 900 MW southwards only, swamped otherwise.",790,0,0,0,0,0.0,556.4319900000002,15836.631925,,
V::N_HWSM_Q1,V::N_HWSM_Q1|2025-11-07 00:00:00|1,upper,2025-11-07,1,1.0,Transient Stability,"Out = Hazelwood to South Morang OR Hazelwood to Rowville 500kV line, prevent transient instability for trip HWTS-SMTS 500kV line, QLD accelerates. Yallourn W G1 on 220 kV. Constraint active for QNI flows above 900 MW southwards only, swamped otherwise.",114,0,0,0,0,0.0,20587.6757,21317.998480000002,,
V::N_HWSM_Q1,V::N_HWSM_Q1|2026-07-04 00:00:00|1,upper,2026-07-04,1,1.0,Transient Stability,"Out = Hazelwood to South Morang OR Hazelwood to Rowville 500kV line, prevent transient instability for trip HWTS-SMTS 500kV line, QLD accelerates. Yallourn W G1 on 220 kV. Constraint active for QNI flows above 900 MW southwards only, swamped otherwise.",554,0,0,0,0,0.0,72.31364999999983,10206.163625000001,,
V::N_HWSM_Q2,V::N_HWSM_Q2|2024-10-31 00:00:00|1,upper,2024-10-31,1,1.0,Transient Stability,"Out = Hazelwood to South Morang OR Hazelwood to Rowville 500kV line, prevent transient instability for  trip HWTS-SMTS 500kV line, QLD accelerates. Yallourn W G1 on 500 kV. Constraint active for QNI flows above 900 MW southwards only, swamped otherwise.",790,0,0,0,0,0.0,10414.98199,11046.1032325,,
V::N_HWSM_Q2,V::N_HWSM_Q2|2025-11-07 00:00:00|1,upper,2025-11-07,1,1.0,Transient Stability,"Out = Hazelwood to South Morang OR Hazelwood to Rowville 500kV line, prevent transient instability for  trip HWTS-SMTS 500kV line, QLD accelerates. Yallourn W G1 on 500 kV. Constraint active for QNI flows above 900 MW southwards only, swamped otherwise.",114,0,0,0,0,0.0,10452.3757,11182.69848,,
V::N_HWSM_S1,V::N_HWSM_S1|2025-11-07 00:00:00|1,upper,2025-11-07,1,0.503,Transient Stability,"Out = Hazelwood to South Morang OR Hazelwood to Rowville 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, SA accelerates",114,0,0,0,0,0.0,627.853976143141,2125.9870377733596,,
V::N_HWSM_SD,V::N_HWSM_SD|2025-11-07 00:00:00|1,upper,2025-11-07,1,1.0,Transient Stability,"Out = Hazelwood to South Morang OR Hazelwood to Rowville 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, SA decelerates. Constraint active for SA flows above 500 MW VIC to SA only, swamped otherwise.",114,0,0,0,0,0.0,10222.399580000001,10850.64656,,
V::N_HWSM_V1,V::N_HWSM_V1|2025-11-07 00:00:00|1,upper,2025-11-07,1,0.285,Transient Stability,"Out = Hazelwood to South Morang OR Hazelwood to Rowville 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates, Yallourn W G1 on 220 kV.",114,0,0,0,0,0.0,36377.39785964913,38143.43280701755,,
V::N_HWSM_V2,V::N_HWSM_V2|2025-11-07 00:00:00|1,upper,2025-11-07,1,0.285,Transient Stability,"Out = Hazelwood to South Morang OR Hazelwood to Rowville 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates, Yallourn W G1 on 500 kV.",114,0,0,0,0,0.0,989.7838245614037,2755.818771929825,,
V::N_HYMO_O1,V::N_HYMO_O1|2024-10-03 00:00:00|1,upper,2024-10-03,1,0.354,Transient Stability,"Out = Heywood to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 220kV.",150,0,0,0,0,0.0,28700.593728813565,30342.31562146893,"V-HYMO, V-X_HY_MO_CR",V-HYMO
V::N_HYMO_O1,V::N_HYMO_O1|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.354,Transient Stability,"Out = Heywood to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 220kV.",121,0,0,0,0,0.0,28463.805903954802,29581.6672740113,"V-HYMO, V-X_HY_MO_CR",V-HYMO
V::N_HYMO_O1,V::N_HYMO_O1|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.354,Transient Stability,"Out = Heywood to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 220kV.",370,0,0,0,0,0.0,534.7759887005651,16484.749470338982,"V-HYMO, V-X_HY_MO_CR",V-HYMO
V::N_HYMO_O2,V::N_HYMO_O2|2024-10-03 00:00:00|1,upper,2024-10-03,1,0.354,Transient Stability,"Out = Heywood to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",150,0,0,0,0,0.0,162.09090395480226,1803.8127966101697,"V-HYMO, V-X_HY_MO_CR",V-HYMO
V::N_HYMO_O2,V::N_HYMO_O2|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.354,Transient Stability,"Out = Heywood to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",121,0,0,0,0,0.0,204.38070621468916,14987.352146892657,"V-HYMO, V-X_HY_MO_CR",V-HYMO
V::N_HYMO_V1,V::N_HYMO_V1|2024-10-03 00:00:00|1,upper,2024-10-03,1,0.478,Transient Stability,"Out = Heywood to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",150,0,0,0,0,0.0,21169.03765690377,22461.59829497908,"V-HYMO, V-X_HY_MO_CR",V-HYMO
V::N_HYMO_V1,V::N_HYMO_V1|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.478,Transient Stability,"Out = Heywood to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",121,0,0,0,0,0.0,21214.62489539749,22069.03714958159,"V-HYMO, V-X_HY_MO_CR",V-HYMO
V::N_HYMO_V1,V::N_HYMO_V1|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.478,Transient Stability,"Out = Heywood to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",370,0,0,0,0,0.0,230.78123430962341,12141.729001046026,"V-HYMO, V-X_HY_MO_CR",V-HYMO
V::N_HYMO_V2,V::N_HYMO_V2|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.478,Transient Stability,"Out = Heywood to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 500kV.",121,0,0,0,0,0.0,196.8571966527197,11260.205528242679,"V-HYMO, V-X_HY_MO_CR",V-HYMO
V::N_HYSE_S1,V::N_HYSE_S1|2025-12-09 00:00:00|1,upper,2025-12-09,1,0.49,Transient Stability,"Out = Heywood to South East 275kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, SA accelerates, Yallourn W G1 on 220 kV.",83,0,0,0,0,0.0,20605.906918367345,21459.752591836732,"I-HYSE, I-HYSE_BC-2CP, I-X_BDBU+HYSE","I-HYSE, I-HYSE_BC-2CP, I-X_BDBU+HYSE"
V::N_HYSE_S1,V::N_HYSE_S1|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.49,Transient Stability,"Out = Heywood to South East 275kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, SA accelerates, Yallourn W G1 on 220 kV.",38,0,0,0,0,0.0,626.1501632653059,22001.300387755102,"I-HYSE, I-HYSE_BC-2CP, I-X_BDBU+HYSE","I-HYSE, I-HYSE_BC-2CP, I-X_BDBU+HYSE"
V::N_HYSE_S2,V::N_HYSE_S2|2025-12-09 00:00:00|1,upper,2025-12-09,1,0.49,Transient Stability,"Out = Heywood to South East 275kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, SA accelerates, Yallourn W G1 on 500 kV.",83,0,2,0,0,0.0,26.68242857142856,880.5281020408163,"I-HYSE, I-HYSE_BC-2CP, I-X_BDBU+HYSE","I-HYSE, I-HYSE_BC-2CP, I-X_BDBU+HYSE"
V::N_HYSE_S2,V::N_HYSE_S2|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.49,Transient Stability,"Out = Heywood to South East 275kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, SA accelerates, Yallourn W G1 on 500 kV.",38,0,0,0,0,0.0,1309.8894693877553,1767.5145204081632,"I-HYSE, I-HYSE_BC-2CP, I-X_BDBU+HYSE","I-HYSE, I-HYSE_BC-2CP, I-X_BDBU+HYSE"
V::N_HYSE_V1,V::N_HYSE_V1|2025-12-09 00:00:00|1,upper,2025-12-09,1,0.281,Transient Stability,"Out = Heywood to South East 275kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates, Yallourn W G1 on 220 kV.",83,0,0,0,0,0.0,35777.43768683274,36936.180569395015,"I-HYSE, I-HYSE_BC-2CP, I-X_BDBU+HYSE","I-HYSE, I-HYSE_BC-2CP, I-X_BDBU+HYSE"
V::N_HYSE_V1,V::N_HYSE_V1|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.281,Transient Stability,"Out = Heywood to South East 275kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates, Yallourn W G1 on 220 kV.",38,0,0,0,0,0.0,1447.7008540925267,38491.307028469746,"I-HYSE, I-HYSE_BC-2CP, I-X_BDBU+HYSE","I-HYSE, I-HYSE_BC-2CP, I-X_BDBU+HYSE"
V::N_HYSE_V2,V::N_HYSE_V2|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.281,Transient Stability,"Out = Heywood to South East 275kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates, Yallourn W G1 on 500 kV.",38,0,0,0,0,0.0,2503.913345195729,3309.5937010676153,"I-HYSE, I-HYSE_BC-2CP, I-X_BDBU+HYSE","I-HYSE, I-HYSE_BC-2CP, I-X_BDBU+HYSE"
V::N_HYTR_O1,V::N_HYTR_O1|2025-12-09 00:00:00|1,upper,2025-12-09,1,0.354,Transient Stability,"Out = Heywood to Tarrone 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 220kV.",221,0,0,0,0,0.0,281.8178248587571,16741.030663841808,V-HYTR,V-HYTR
V::N_HYTR_O2,V::N_HYTR_O2|2025-12-09 00:00:00|1,upper,2025-12-09,1,0.354,Transient Stability,"Out = Heywood to Tarrone 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",221,0,0,0,0,0.0,3070.187259887006,16596.073036723166,V-HYTR,V-HYTR
V::N_HYTR_V1,V::N_HYTR_V1|2025-12-19 00:00:00|1,upper,2025-12-19,1,0.478,Transient Stability,"Out = Heywood to Tarrone 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",221,0,0,0,0,0.0,554.7226150627615,12508.445135983264,V-HYTR,V-HYTR
V::N_HYTR_V2,V::N_HYTR_V2|2025-12-19 00:00:00|1,upper,2025-12-19,1,0.478,Transient Stability,"Out = Heywood to Tarrone 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 500kV.",221,0,0,0,0,0.0,2424.6313807531383,12384.177353556486,V-HYTR,V-HYTR
V::N_JNWG_S1,V::N_JNWG_S1|2024-09-11 00:00:00|1,upper,2024-09-11,1,0.49,Transient Stability,"Out = Jindera to Wagga 330kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, SA accelerates, Yallourn W G1 on 220 kV.",1930,0,0,0,0,0.0,20537.755081632655,21574.839632653064,"N-JNWG_RADIAL, N-WGWA_63, N-WGWA_63_X5, N-WGWA_RADIAL, N-WGWA_X5","N-JNWG_RADIAL, N-WGWA_63, N-WGWA_63_X5, N-WGWA_RADIAL, N-WGWA_X5"
V::N_JNWG_V1,V::N_JNWG_V1|2024-09-11 00:00:00|1,upper,2024-09-11,1,0.281,Transient Stability,"Out = Jindera to Wagga 330kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates, Yallourn W G1 on 220 kV.",1930,0,0,0,0,0.0,35768.06612099644,37529.19332740213,"N-CLCWG_63, N-CLCWG_X5, N-JNWG_RADIAL, N-JNWL_63, N-JNWL_X5, N-WGWA_63, N-WGWA_63_X5, N-WGWA_RADIAL, N-WGWA_X5","N-JNWG_RADIAL, N-WGWA_63, N-WGWA_63_X5, N-WGWA_RADIAL, N-WGWA_X5"
