CONSTRAINTID,version_key,direction,EFFECTIVEDATE,VERSIONNO,ic_factor,LIMITTYPE,DESCRIPTION,applicable_intervals,binding_intervals,near_binding_intervals,near_setting_intervals,leading_intervals,mean_abs_marginal_value,min_ic_slack_mw,median_ic_slack_mw,constraint_sets,invoked_sets
V::N_JNWG_V1,V::N_JNWG_V1|2024-10-03 00:00:00|1,upper,2024-10-03,1,0.281,Transient Stability,"Out = Jindera to Wagga 330kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates, Yallourn W G1 on 220 kV.",36,0,0,0,0,0.0,825.1448754448397,1222.8640569395018,"N-CLCWG_63, N-CLCWG_X5, N-JNWG_RADIAL, N-JNWL_63, N-JNWL_X5, N-WGWA_63, N-WGWA_63_X5, N-WGWA_RADIAL, N-WGWA_X5","N-JNWG_RADIAL, N-WGWA_63, N-WGWA_63_X5, N-WGWA_RADIAL, N-WGWA_X5"
V::N_JNWG_V2,V::N_JNWG_V2|2024-10-03 00:00:00|1,upper,2024-10-03,1,0.281,Transient Stability,"Out = Jindera to Wagga 330kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates, Yallourn W G1 on 500 kV.",36,0,0,0,0,0.0,825.1448754448397,1222.8640569395018,"N-CLCWG_63, N-CLCWG_X5, N-JNWG_RADIAL, N-JNWL_63, N-JNWL_X5, N-WGWA_63, N-WGWA_63_X5, N-WGWA_RADIAL, N-WGWA_X5","N-JNWG_RADIAL, N-WGWA_63, N-WGWA_63_X5, N-WGWA_RADIAL, N-WGWA_X5"
V::N_KGRC_O1,V::N_KGRC_O1|2024-09-11 00:00:00|1,upper,2024-09-11,1,0.354,Transient Stability,"Out = Kerang to Red Cliffs 220kV line (or any section in between), prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 220kV.",118,0,0,0,0,0.0,411.07861581920906,2024.7908192090397,"V-KGKO, V-KG_KO_WE, V-KG_WE_RC, V-KOWE, V-KO_WE_RC, V-RCWT","V-KGKO, V-KG_WE_RC, V-KOWE, V-KO_WE_RC, V-RCWT"
V::N_KGRC_O2,V::N_KGRC_O2|2024-09-11 00:00:00|1,upper,2024-09-11,1,0.354,Transient Stability,"Out = Kerang to Red Cliffs 220kV line (or any section in between), prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",118,0,0,0,0,0.0,28382.92889830509,30050.570042372885,"V-KGKO, V-KG_KO_WE, V-KG_WE_RC, V-KOWE, V-KO_WE_RC, V-RCWT","V-KGKO, V-KG_WE_RC, V-KOWE, V-KO_WE_RC, V-RCWT"
V::N_KGRC_V1,V::N_KGRC_V1|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.478,Transient Stability,"Out = Kerang to Red Cliffs 220kV line (or any section in between), prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",769,0,0,0,0,0.0,621.007050209205,2355.4535460251045,"V-KGKO, V-KG_KO_WE, V-KG_WE_RC, V-KOWE, V-KO_WE_RC, V-RCWT","V-KGKO, V-KG_WE_RC, V-KOWE, V-KO_WE_RC, V-RCWT"
V::N_KGRC_V2,V::N_KGRC_V2|2024-09-11 00:00:00|1,upper,2024-09-11,1,0.478,Transient Stability,"Out = Kerang to Red Cliffs 220kV line (or any section in between), prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 500kV.",118,0,0,0,0,0.0,21134.195062761508,22398.08471757322,"V-KGKO, V-KG_KO_WE, V-KG_WE_RC, V-KOWE, V-KO_WE_RC, V-RCWT","V-KGKO, V-KG_WE_RC, V-KOWE, V-KO_WE_RC, V-RCWT"
V::N_KMRC_O1,V::N_KMRC_O1|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.354,Transient Stability,"Out = Kiamal to Red Cliffs 220kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 220kV.",1655,0,0,0,0,0.0,84.74576271186443,3985.3204943502824,"I-X_6F_KMRC, V-CPRC, V-KMCP, V-KMRC","I-X_6F_KMRC, V-CPRC, V-KMRC"
V::N_KMRC_O1,V::N_KMRC_O1|2025-11-07 00:00:00|1,upper,2025-11-07,1,0.354,Transient Stability,"Out = Kiamal to Red Cliffs 220kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 220kV.",223,0,0,0,0,0.0,29275.737881355937,30435.75177966102,"I-X_6F_KMRC, V-CPRC, V-KMCP, V-KMRC","I-X_6F_KMRC, V-CPRC, V-KMRC"
V::N_KMRC_O1,V::N_KMRC_O1|2025-12-09 00:00:00|1,upper,2025-12-09,1,0.354,Transient Stability,"Out = Kiamal to Red Cliffs 220kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 220kV.",52,0,0,0,0,0.0,30180.55437853107,31850.90252824859,"I-X_6F_KMRC, V-CPRC, V-KMCP, V-KMRC","I-X_6F_KMRC, V-CPRC, V-KMRC"
V::N_KMRC_O1,V::N_KMRC_O1|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.354,Transient Stability,"Out = Kiamal to Red Cliffs 220kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 220kV.",129,0,0,0,0,0.0,28512.14689265537,28747.00025423729,"I-X_6F_KMRC, V-CPRC, V-KMCP, V-KMRC","I-X_6F_KMRC, V-CPRC, V-KMRC"
V::N_KMRC_O2,V::N_KMRC_O2|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.354,Transient Stability,"Out = Kiamal to Red Cliffs 220kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",1655,0,0,0,0,0.0,84.74576271186443,16730.485459039548,"I-X_6F_KMRC, V-CPRC, V-KMCP, V-KMRC","I-X_6F_KMRC, V-CPRC, V-KMRC"
V::N_KMRC_O2,V::N_KMRC_O2|2025-11-07 00:00:00|1,upper,2025-11-07,1,0.354,Transient Stability,"Out = Kiamal to Red Cliffs 220kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",223,0,0,0,0,0.0,737.2350564971752,1949.8406497175145,"I-X_6F_KMRC, V-CPRC, V-KMCP, V-KMRC","I-X_6F_KMRC, V-CPRC, V-KMRC"
V::N_KMRC_O2,V::N_KMRC_O2|2025-12-09 00:00:00|1,upper,2025-12-09,1,0.354,Transient Stability,"Out = Kiamal to Red Cliffs 220kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",52,0,0,0,0,0.0,1642.0515536723165,3312.3997033898304,"I-X_6F_KMRC, V-CPRC, V-KMCP, V-KMRC","I-X_6F_KMRC, V-CPRC, V-KMRC"
V::N_KMRC_V1,V::N_KMRC_V1|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.478,Transient Stability,"Out = Kiamal to Red Cliffs 220kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",1655,0,0,0,0,0.0,163.75234309623434,2771.308530334728,"I-X_6F_KMRC, V-CPRC, V-KMCP, V-KMRC","I-X_6F_KMRC, V-CPRC, V-KMRC"
V::N_KMRC_V1,V::N_KMRC_V1|2025-11-07 00:00:00|1,upper,2025-11-07,1,0.478,Transient Stability,"Out = Kiamal to Red Cliffs 220kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",223,0,0,0,0,0.0,21803.76560669456,22718.569330543934,"I-X_6F_KMRC, V-CPRC, V-KMCP, V-KMRC","I-X_6F_KMRC, V-CPRC, V-KMRC"
V::N_KMRC_V1,V::N_KMRC_V1|2025-12-18 00:00:00|1,upper,2025-12-18,1,0.478,Transient Stability,"Out = Kiamal to Red Cliffs 220kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",52,0,0,0,0,0.0,22407.07129707113,23706.981516736403,"I-X_6F_KMRC, V-CPRC, V-KMCP, V-KMRC","I-X_6F_KMRC, V-CPRC, V-KMRC"
V::N_KMRC_V1,V::N_KMRC_V1|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.478,Transient Stability,"Out = Kiamal to Red Cliffs 220kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",129,0,0,0,0,0.0,21146.443493723847,21307.084058577406,"I-X_6F_KMRC, V-CPRC, V-KMCP, V-KMRC","I-X_6F_KMRC, V-CPRC, V-KMRC"
V::N_KMRC_V2,V::N_KMRC_V2|2025-12-18 00:00:00|1,upper,2025-12-18,1,0.478,Transient Stability,"Out = Kiamal to Red Cliffs 220kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 500kV.",52,0,0,0,0,0.0,1238.033640167364,2537.943859832636,"I-X_6F_KMRC, V-CPRC, V-KMCP, V-KMRC","I-X_6F_KMRC, V-CPRC, V-KMRC"
V::N_LTWG_S1,V::N_LTWG_S1|2024-09-11 00:00:00|1,upper,2024-09-11,1,0.49,Transient Stability,"Out = Lower Tumut to Wagga 330kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, SA accelerates, Yallourn W G1 on 220 kV.",259,0,0,0,0,0.0,20673.563795918366,21792.196061224487,"N-LTWG_63, N-LTWG_RADIAL, N-LTWG_X5, N-X_051_X5","N-LTWG_63, N-LTWG_RADIAL, N-LTWG_X5, N-X_051_X5"
V::N_LTWG_S1,V::N_LTWG_S1|2025-12-09 00:00:00|1,upper,2025-12-09,1,0.49,Transient Stability,"Out = Lower Tumut to Wagga 330kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, SA accelerates, Yallourn W G1 on 220 kV.",726,0,0,0,0,0.0,20579.224469387755,21562.156724489796,"N-LTWG_63, N-LTWG_RADIAL, N-LTWG_X5, N-X_051_X5","N-LTWG_63, N-LTWG_RADIAL, N-LTWG_X5, N-X_051_X5"
V::N_LTWG_S1,V::N_LTWG_S1|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.49,Transient Stability,"Out = Lower Tumut to Wagga 330kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, SA accelerates, Yallourn W G1 on 220 kV.",182,0,0,0,0,0.0,20579.224469387755,20753.15037755102,"N-LTWG_63, N-LTWG_RADIAL, N-LTWG_X5, N-X_051_X5","N-LTWG_63, N-LTWG_RADIAL, N-LTWG_X5, N-X_051_X5"
V::N_LTWG_SD,V::N_LTWG_SD|2024-10-31 00:00:00|1,upper,2024-10-31,1,1.0,Transient Stability,"Out = Lower Tumut to Wagga 330kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, SA decelerates. Constraint active for SA flows above 500 MW VIC to SA only, swamped otherwise.",531,0,0,0,0,0.0,10043.35395,10722.123465,"N-LTWG_63, N-LTWG_RADIAL, N-LTWG_X5, N-X_051_X5","N-LTWG_63, N-LTWG_RADIAL, N-LTWG_X5, N-X_051_X5"
V::N_LTWG_V1,V::N_LTWG_V1|2024-09-11 00:00:00|1,upper,2024-09-11,1,0.281,Transient Stability,"Out = Lower Tumut to Wagga 330kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates, Yallourn W G1 on 220 kV.",259,0,0,0,0,0.0,36318.28782918149,37401.93615658362,"N-LTWG_63, N-LTWG_RADIAL, N-LTWG_X5, N-X_051_X5","N-LTWG_63, N-LTWG_RADIAL, N-LTWG_X5, N-X_051_X5"
V::N_LTWG_V1,V::N_LTWG_V1|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.281,Transient Stability,"Out = Lower Tumut to Wagga 330kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates, Yallourn W G1 on 220 kV.",531,0,0,0,0,0.0,603.6924555160142,2352.3067259786476,"N-LTWG_63, N-LTWG_RADIAL, N-LTWG_X5, N-X_051_X5","N-LTWG_63, N-LTWG_RADIAL, N-LTWG_X5, N-X_051_X5"
V::N_LTWG_V1,V::N_LTWG_V1|2025-12-09 00:00:00|1,upper,2025-12-09,1,0.281,Transient Stability,"Out = Lower Tumut to Wagga 330kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates, Yallourn W G1 on 220 kV.",726,0,0,0,0,0.0,35777.43772241992,37862.1024911032,"N-LTWG_63, N-LTWG_RADIAL, N-LTWG_X5, N-X_051_X5","N-LTWG_63, N-LTWG_RADIAL, N-LTWG_X5, N-X_051_X5"
V::N_LTWG_V1,V::N_LTWG_V1|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.281,Transient Stability,"Out = Lower Tumut to Wagga 330kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates, Yallourn W G1 on 220 kV.",182,0,0,0,0,0.0,35838.128113879,36512.271725978644,"N-LTWG_63, N-LTWG_RADIAL, N-LTWG_X5, N-X_051_X5","N-LTWG_63, N-LTWG_RADIAL, N-LTWG_X5, N-X_051_X5"
V::N_LTWG_V2,V::N_LTWG_V2|2024-09-11 00:00:00|1,upper,2024-09-11,1,0.281,Transient Stability,"Out = Lower Tumut to Wagga 330kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates, Yallourn W G1 on 500 kV.",259,0,0,0,0,0.0,549.4977935943059,1656.3066548042705,"N-LTWG_63, N-LTWG_RADIAL, N-LTWG_X5, N-X_051_X5","N-LTWG_63, N-LTWG_RADIAL, N-LTWG_X5, N-X_051_X5"
V::N_LTWG_V2,V::N_LTWG_V2|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.281,Transient Stability,"Out = Lower Tumut to Wagga 330kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates, Yallourn W G1 on 500 kV.",531,0,0,0,0,0.0,603.6924555160142,37711.485124555154,"N-LTWG_63, N-LTWG_RADIAL, N-LTWG_X5, N-X_051_X5","N-LTWG_63, N-LTWG_RADIAL, N-LTWG_X5, N-X_051_X5"
V::N_LTWG_V2,V::N_LTWG_V2|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.281,Transient Stability,"Out = Lower Tumut to Wagga 330kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates, Yallourn W G1 on 500 kV.",182,0,0,0,0,0.0,60.69039145907473,734.8340035587187,"N-LTWG_63, N-LTWG_RADIAL, N-LTWG_X5, N-X_051_X5","N-LTWG_63, N-LTWG_RADIAL, N-LTWG_X5, N-X_051_X5"
V::N_MLMO_O1,V::N_MLMO_O1|2024-10-03 00:00:00|1,upper,2024-10-03,1,0.354,Transient Stability,"Out = Moorabool to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 220kV.",116,0,0,0,0,0.0,28882.15607344633,31512.518206214692,"V-CRML, V-CRML1, V-CRML2, V-CRMO","V-CRML, V-CRML1, V-CRMO"
V::N_MLMO_O1,V::N_MLMO_O1|2025-12-09 00:00:00|1,upper,2025-12-09,1,0.354,Transient Stability,"Out = Moorabool to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 220kV.",235,0,2,0,0,0.0,30.002062146892683,30561.79838983051,"V-CRML, V-CRML1, V-CRML2, V-CRMO","V-CRML, V-CRML1, V-CRMO"
V::N_MLMO_O1,V::N_MLMO_O1|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.354,Transient Stability,"Out = Moorabool to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 220kV.",217,0,0,0,0,0.0,148.23412429378527,15476.250134180793,"V-CRML, V-CRML1, V-CRML2, V-CRMO","V-CRML, V-CRML1, V-CRMO"
V::N_MLMO_O2,V::N_MLMO_O2|2024-10-03 00:00:00|1,upper,2024-10-03,1,0.354,Transient Stability,"Out = Moorabool to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",116,0,0,0,0,0.0,343.6532485875706,3042.6831638418084,"V-CRML, V-CRML1, V-CRML2, V-CRMO","V-CRML, V-CRML1, V-CRMO"
V::N_MLMO_O2,V::N_MLMO_O2|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.354,Transient Stability,"Out = Moorabool to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",976,0,1,0,0,0.0,0.0,29046.974223163845,"V-CRML, V-CRML1, V-CRML2, V-CRMO","V-CRML, V-CRML1, V-CRMO"
V::N_MLMO_O2,V::N_MLMO_O2|2025-12-09 00:00:00|1,upper,2025-12-09,1,0.354,Transient Stability,"Out = Moorabool to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",235,0,0,0,0,0.0,1640.75697740113,4392.81675141243,"V-CRML, V-CRML1, V-CRML2, V-CRMO","V-CRML, V-CRML1, V-CRMO"
V::N_MLMO_O2,V::N_MLMO_O2|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.354,Transient Stability,"Out = Moorabool to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",217,0,0,0,0,0.0,366.75926553672315,15225.86877824859,"V-CRML, V-CRML1, V-CRML2, V-CRMO","V-CRML, V-CRML1, V-CRMO"
V::N_MLMO_O2,V::N_MLMO_O2|2026-08-19 00:00:00|1,upper,2026-08-19,1,0.354,Transient Stability,"Out = Cressy to Moorabool or Cressy to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",342,0,0,0,0,0.0,27958.672288135593,28989.197076271186,"V-CRML, V-CRML1, V-CRML2, V-CRMO","V-CRML, V-CRML1, V-CRMO"
V::N_MLMO_V1,V::N_MLMO_V1|2024-10-03 00:00:00|1,upper,2024-10-03,1,0.478,Transient Stability,"Out = Moorabool to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",116,0,0,0,0,0.0,21463.408200836817,23530.771495815905,"V-CRML, V-CRML1, V-CRML2, V-CRMO","V-CRML, V-CRML1, V-CRMO"
V::N_MLMO_V2,V::N_MLMO_V2|2024-10-03 00:00:00|1,upper,2024-10-03,1,0.478,Transient Stability,"Out = Moorabool to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 500kV.",116,0,0,0,0,0.0,294.37054393305436,2421.9554497907952,"V-CRML, V-CRML1, V-CRML2, V-CRMO","V-CRML, V-CRML1, V-CRMO"
V::N_MLMO_V2,V::N_MLMO_V2|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.478,Transient Stability,"Out = Moorabool to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 500kV.",976,0,0,0,0,0.0,100.99083682008369,21618.333179916317,"V-CRML, V-CRML1, V-CRML2, V-CRMO","V-CRML, V-CRML1, V-CRMO"
V::N_MLMO_V2,V::N_MLMO_V2|2025-12-18 00:00:00|1,upper,2025-12-18,1,0.478,Transient Stability,"Out = Moorabool to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 500kV.",235,0,0,0,0,0.0,1184.477238493724,2965.0788493723853,"V-CRML, V-CRML1, V-CRML2, V-CRMO","V-CRML, V-CRML1, V-CRMO"
V::N_MLMO_V2,V::N_MLMO_V2|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.478,Transient Stability,"Out = Moorabool to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 500kV.",217,0,0,0,0,0.0,407.2389330543933,11170.34213912134,"V-CRML, V-CRML1, V-CRML2, V-CRMO","V-CRML, V-CRML1, V-CRMO"
V::N_MLMO_V2,V::N_MLMO_V2|2026-08-19 00:00:00|1,upper,2026-08-19,1,0.478,Transient Stability,"Out = Cressy to Moorabool or Cressy to Mortlake 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 500kV.",342,0,0,0,0,0.0,20671.96650627615,21384.15430962343,"V-CRML, V-CRML1, V-CRML2, V-CRMO","V-CRML, V-CRML1, V-CRMO"
V::N_MLSY_N-2_O1,V::N_MLSY_N-2_O1|2024-07-10 00:00:00|1,lower,2024-07-10,1,,,,102,0,0,0,0,0.0,,,V-MLSY_N-2,V-MLSY_N-2
V::N_MLSY_N-2_O2,V::N_MLSY_N-2_O2|2024-07-10 00:00:00|1,lower,2024-07-10,1,,,,102,0,0,0,0,0.0,,,V-MLSY_N-2,V-MLSY_N-2
V::N_MLSY_N-2_V1,V::N_MLSY_N-2_V1|2024-07-10 00:00:00|1,lower,2024-07-10,1,,,,102,0,0,0,0,0.0,,,V-MLSY_N-2,V-MLSY_N-2
V::N_MLSY_N-2_V2,V::N_MLSY_N-2_V2|2024-07-10 00:00:00|1,lower,2024-07-10,1,,,,102,0,0,0,0,0.0,,,V-MLSY_N-2,V-MLSY_N-2
V::N_MLSY_O2,V::N_MLSY_O2|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.354,Transient Stability,"Out = Moorabool to Sydenham 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",1937,0,0,0,0,0.0,1329.550734463277,28858.687810734464,"V-MLSY_NOEMTT_P, V-MLSY_NOEMTT_R, V-X_MLSY, V-X_MLSY_M1, V-X_MLSY_M2, V-X_MLSY_MLTS_TIE","V-MLSY_NOEMTT_P, V-MLSY_NOEMTT_R"
V::N_MLSY_O2,V::N_MLSY_O2|2025-12-09 00:00:00|1,upper,2025-12-09,1,0.354,Transient Stability,"Out = Moorabool to Sydenham 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",565,0,0,0,0,0.0,1848.366638418079,29322.464329096045,"V-MLSY_NOEMTT_P, V-MLSY_NOEMTT_R, V-X_MLSY, V-X_MLSY_M1, V-X_MLSY_M2, V-X_MLSY_MLTS_TIE","V-MLSY_NOEMTT_P, V-MLSY_NOEMTT_R"
V::N_MLSY_V2,V::N_MLSY_V2|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.478,Transient Stability,"Out = Moorabool to Sydenham 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 500kV.",1937,0,0,0,0,0.0,1050.242489539749,21593.91160041841,"V-MLSY_NOEMTT_P, V-MLSY_NOEMTT_R, V-X_MLSY, V-X_MLSY_M1, V-X_MLSY_M2, V-X_MLSY_MLTS_TIE","V-MLSY_NOEMTT_P, V-MLSY_NOEMTT_R"
V::N_MLSY_V2,V::N_MLSY_V2|2025-12-15 00:00:00|1,upper,2025-12-15,1,0.478,Transient Stability,"Out = Moorabool to Sydenham 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 500kV.",565,0,0,0,0,0.0,1574.8444142259416,21759.736553347277,"V-MLSY_NOEMTT_P, V-MLSY_NOEMTT_R, V-X_MLSY, V-X_MLSY_M1, V-X_MLSY_M2, V-X_MLSY_MLTS_TIE","V-MLSY_NOEMTT_P, V-MLSY_NOEMTT_R"
V::N_MLTR_V1,V::N_MLTR_V1|2024-10-03 00:00:00|1,upper,2024-10-03,1,0.281,Transient Stability,"Out = Moorabool to Tarrone 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates, Yallourn W G1 on 220 kV.",116,0,0,0,0,0.0,35777.43772241992,39599.43777580071,"V-CRHG, V-CRML1, V-CRML2, V-HGMO, V-HGTR, V-MOTR, V-X_CR_HG_TR","V-CRML1, V-HGMO, V-HGTR, V-MOTR"
V::N_MLTR_V1,V::N_MLTR_V1|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.281,Transient Stability,"Out = Moorabool to Tarrone 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates, Yallourn W G1 on 220 kV.",261,0,0,0,0,0.0,569.4938434163699,2597.5471530249106,"V-CRHG, V-CRML1, V-CRML2, V-HGMO, V-HGTR, V-MOTR, V-X_CR_HG_TR","V-CRML1, V-HGMO, V-HGTR, V-MOTR"
V::N_MLTR_V2,V::N_MLTR_V2|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.281,Transient Stability,"Out = Moorabool to Tarrone 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates, Yallourn W G1 on 500 kV.",261,0,0,0,0,0.0,35975.22516014235,38015.74324733096,"V-CRHG, V-CRML1, V-CRML2, V-HGMO, V-HGTR, V-MOTR, V-X_CR_HG_TR","V-CRML1, V-HGMO, V-HGTR, V-MOTR"
V::N_MLTR_V2,V::N_MLTR_V2|2025-12-09 00:00:00|1,upper,2025-12-09,1,0.281,Transient Stability,"Out = Moorabool to Tarrone 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates, Yallourn W G1 on 500 kV.",73,0,0,0,0,0.0,35587.188576512446,37342.05526690391,"V-CRHG, V-CRML1, V-CRML2, V-HGMO, V-HGTR, V-MOTR, V-X_CR_HG_TR","V-CRML1, V-HGMO, V-HGTR, V-MOTR"
V::N_MLTX_O1,V::N_MLTX_O1|2024-10-03 00:00:00|1,upper,2024-10-03,1,0.354,Transient Stability,"Out = Moorabool Transformer 500/220kV, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 220kV.",108,0,0,0,0,0.0,28809.75579096045,29686.05947740113,,
