season,direction,DUID,contribution_rows,total_abs_impact,mean_abs_impact,p95_abs_impact,total_tightening,total_relief,contraction_rows,reversal_rows,forced_rows,contraction_onsets,forced_onsets,contraction_abs_impact,contraction_tightening,contraction_relief,contraction_positive_rows
Autumn,upper,CRWASF1,15341,2387.8747506677187,0.11954094803264842,1.0251089989847715,1201.6863237969542,1186.1884268707647,595,622,208,182,9,248.8685518153605,66.56791623350253,182.30063558185796,142
Autumn,upper,CSPVPS1,1591,12870.610471529628,24.113026310839874,115.74716028333332,7036.504134831781,5834.106336697847,241,50,563,101,59,4993.517660826253,2562.671054085609,2430.8466067406434,99
Autumn,upper,DARLSF1,15367,15321.798696311853,0.9949976603712104,7.498415943959388,7585.1638167837555,7736.634879528098,604,625,209,183,10,1519.5189305787449,407.18065223147204,1112.3382783472728,122
Autumn,upper,DAYDSF1,1591,51690.49157040981,52.549963486853926,504.92131829999994,26109.108383010815,25581.383187398995,241,50,563,101,59,18832.817647814638,9194.020942109912,9638.796705704724,112
Autumn,upper,DDPS1,1682,23512.138171229766,9.35548747881999,106.41079033596387,14612.30377726584,8899.834393963927,245,50,563,101,59,2770.5859218997844,2720.6529420638,49.93297983598472,93
Autumn,upper,DDSF1,1682,14460.95434379517,12.001573186085828,85.14220553359681,7652.04946247316,6808.9048813220115,245,50,563,101,59,2098.662191125087,1142.4624567196777,956.1997344054092,107
Autumn,upper,DPNTB1,15367,5814.684483129446,0.677118302350044,3.918495297805643,2926.0805334266465,2888.6039497027987,604,625,209,183,10,274.6373817135977,146.36770697666566,128.26967473693202,91
Autumn,upper,DULAWF1,1669,18624.793880107984,10.66767825996566,68.78125112732096,9549.651021496,9075.142858611984,245,50,563,101,59,2941.4465815189565,1567.2950965282216,1374.1514849907348,113
Autumn,upper,EDENVSF1,1669,22324.950560711324,13.647545008715495,129.73119668841719,11925.813832037507,10399.136728673817,245,50,563,101,59,4200.392832169941,1852.9767534284772,2347.416078741464,86
Autumn,upper,EMERASF1,1591,31799.849610237605,44.9836300473207,267.75056749999993,15636.179410571835,16163.670199665767,241,50,563,101,59,12545.73267481491,4770.575461483788,7775.157213331123,90
